Text;Label
Woooowww kemaren ada warga yg protes itu toh tahu2 lahannya di patok.;Negatif
Kere belagu mo bikin IKN...yaa kyk gini hasilnya. Ruwet!;Negatif
Jangan terlalu santai untuk menganalisis reshuffle kabinet,bos. Ini merupakan taktik strategi dari orang2 dibalik layar yg mengendalikan Jokowi, Jokowi hanya menjalankan saja untuk menghadapi pemilu 2024 dan mengamankan proyek Oligarki IKN, kepentingan cukong dan konglomerat;Negatif
Kalau gak ada duit stop itu Proyek IKN.;Negatif
Guoblok… kenapa ga sekalian nunggu ikn selesai aja?!;Negatif
Anies namanya cuma trend di kalangan mereka doang bang... Setelah Jokowi Bangun Indonesia Bagian Timur Secara Masiv dan Mindahin IKN ke Kalimantan amsyong lah mereka...;Negatif
Hhhh pokoknya selama proyek IKN jalan terus..ingat akan ada bnyak cara untuk mndpatkan dana ??siap² dah pokoknya..;Negatif
Udah nambah anak ga usah ikut2an mikirin IKN;Negatif
Rapat parlemen saja sering mbolos, sok2an ngurusi IKN.;Negatif
Banyak anak banyak pusingnya tar kekurangan lapangan kerja, kekurangan pangan.;Negatif
satu sikap ..cari utangan yg banyak buat IKN ..walau tanah dan gedung untuk pemerintah masih nyewa ke bandar tanah ! hadeeew ...plonga plongo ..;Negatif
IKN proyek besar pesanan cukong china;Negatif
Pertanda buruk buat warga di wilayah yg akan dijadikan ikn;Negatif
Ikn gajelas pembangunannya malah dilanjutin heran;Negatif
Memangnya ikn bisa bantu rakyat kecil gak kelaparan ;Negatif
Gausah ada ikn kalau tanah aja masih bermasalah;Negatif
Yang ada aja dulu gausah sibuk mikir ikn cok;Negatif
DPR Nilai IKN Nusantara Bukan Prioritas, Minta Pemerintah Tunda Anggaran;Negatif
Jokowi sadar, smpai lengser nanti IKN blm akan selesai, dia harus punya cra bagaimna proyek tetap jalan sampai selesai. Bila sampai tak jalan bahkan gagal. Akan sangat merusak reputasi partai pengusungnya, partai koalisinya. Maka dari itu sebanyak2nya partai dimasukan dlm kabinet;Negatif
Tujuannya menggandeng banyak partai sebelum lengser ya jelas untuk menyelamatkan proyek IKN supaya ttp lanjut. Klo mangkrak g dilnjutin rezim berikutnya kan jd sejarah buruk rezim ini!;Negatif
Sadar tak sadar pembangunan proyek IKN di masa keuangan negara dan rakyat sedang senin kemis dihantam pandemi covid 19 adalah pengalihan isue kegagalan Jokowi.;Negatif
Owalah bangsat Ga cukup ya cukai rokok buat ibukota baru sampe semua sektor di gasak utk ikn;Negatif
Masih ngurus IKN dan Tiket masuk candi memang indonesia sudah tidak beres;Negatif
Di kira negara ini melulu ikn... No lihat harga bhn pokok naik tunggang langgang;Negatif
Roy Suryo ni, sekolah tinggi2 tapi g ada adabnya. Untung kau gak tinggal dikampungku. Berani2nya bahas IKN, Emang nenek moyang kau yang bangun kampungku?;Negatif
Pohon di tebang di IKN untuk membangun infrastruktur disana, lah di monas bangun apa tolol?;Negatif
Yang baik dan menguntungkan dilanjut, yg tdk baik ya disetop, apalagi pembangunan yg memerlukan utang, sedangkan utang msh banyak, rakyat masih susah, barang2 naik, bbm, minyak goreng naik, ya disetop dulu pembangunannya terutama IKN tuh...;Negatif
IKN uu nya jg hrs ditolak oleh Pribumi penjajah hrs d usir;Negatif
Menteri yang lama mungkin lebih memikirkan kebutuhan pokok dibanding IKN;Negatif
Dia ngaku lonte kok malah marah2 sama Arab dan mau boikot produk Arab? Wkwk Ingat, yg mau invest IKN baru dr Arab, blok!;Negatif
Bingung ngurusi perpanjangan 3 periode mas, terakhir harga nego 2,5 tahun gpp daaaahh...daripada nganggur??? Ama kesusahan jualan IKN..pada kagak ada yang doyaaann mas, ruwet makanya;Negatif
Tahu saja ke depan ini akan ada krisis pangan dunia semua negara nahan ekspor pangan ... Koq cuma bilang hati2 doank ?!?! Gak pengen batalkan/nunda proyek IKN terus anggarannya yg banyak itu dialihkan ke Produksi pangan rakyat sendiri tuk bentuk ketahanan pangan Rakyat kh ?!;Negatif
Bikin candi di hambalang aja mangkrak, pake ngomong ikn;Negatif
Pertanda buruk buat warga di wilayah yg akan dijadikan ikn;Negatif
Pohon yg ditebang di lokasi IKN apa kbr ya kenapa gak diusut dasar ikn gajelas;Negatif
ikn gila!;Negatif
Rakyat menuntut adik ipar membatalkan UU IKN;Negatif
mending duitnya buat perbaiki jalan2 yang rusak dan berlubang-lubang ini... kalo dah mulus dan nyaman baru lah pikir proyek ambisius.;Negatif
Ibu kota baru akan merusak hutan hutan karena akan banyak pembangunan pembangunan baru.. selamat kepada Kalimantan yg hutannya nanti akan hilang dan keseimbangan alam akan hancur;Negatif
Habis juga kekayaan kalimantan thn 2035;Negatif
ITU WILAYAH HUTAN HUJAN TROPIS LHO , LENYAP SUDAH PARU PARU DUNIA YANG SATU INI;Negatif
Ekonomi meroket Utang juga meroket bong;Negatif
Ternyata para pendukung ikn ini telah kehilangan akal sehatnya alias sakit mental semua;Negatif
Saya ga yakin proyek ini busa berlanjut;Negatif
Bayar bunga bank dnia ngutang tapi pingin rumah baru ngutang lagi donk;Negatif
calon kota mati;Negatif
Saya tetap tidak setuju karena utang jokowi segunung, ini bangun IKN utang lagi apa memang mau buat rakyat jadi miskin?;Negatif
Mantap utang makin banyak..buat siapa y itu ibu kota ?? Rakyat ! No. Buat Oei;Negatif
mendingan mikirin minyak goreng aja dulu...yg jelas2 msh mahal dipasaran...;Negatif
Sang Raja Hutang Bandara hutang, jalan tol hutang, kereta cepat hutang, ibu kota baru hutang...;Negatif
Ibukota oligarki.. kasihan jd rakyat Indonesia, semakin merana;Negatif
Rskyat tdk butuh IKN tp butuh ekonomi pulih, kebutuhanrakyat terjangkau, semakin hari daya hidup rakyat semakin berat, apakahtdk melihat pakta yg sebenarnya d lapangan, saudaraku sebangsa , waspadakedepan jangan sampai d usir dari kmp sendiri.;Negatif
HABIS HUTAN..... yg di bangun Dengan UTANG..... dan rakyat yg Tanggung;Negatif
Belum anggaran kementerian lembaga mau di refocuaing buat bangun IkN klo ga ada dana mendingan jangan dulu bangun IKN;Negatif
Yg jelas saya tidak setuju dengan adanya IKN Mau hoax atau fakta.. Membuang anggaran dan menjadi lahan korupsi, saya harap dgn tergantinya penguasa di 2024 tdk diteruskan proyek ambisius ini dan yg ditakutkan akan mangkrak;Negatif
Lunaskan semua hutang nya, jika blum mampu, jgn ditambah... Hutang membawa sengsara. Jika mau jd negara besar harus bisa lunasi hutang;Negatif
Melihat kondisi ekonomi saat ini, IKN adalah Mimpi Buruk;Negatif
Ga usah urus IKN, ketinggian utkmu. Urus ini aja gmn?;Negatif
Seperti IKN juga ya usut terlalu di paksakan;Negatif
Fungsimu apa Hadi, amanah yg diberi apa jokowi? Paling cuma untuk merampas tanah rakyat buat IKN haha;Negatif
IKN Indonesia Jaya ..? BATALKAN IKN..! Dana 100an Triliun utk IKN lbh berguna utk bangun 100an Industri baru.;Negatif
IKN gak perlu di bahas, perhatikan ekonomi rakyat, pendidikan dan kesehatan dulu. Di awal kemerdekaan ibukota berpindah pindah gak masalah yg terpenting seorang pemimpin bisa menjaga kepemimpinan nya;Negatif
Mengapa ada program IKN, walau secara kondisi keuangansusah untuk diterima akal sehat, tapi tetap dipaksakan? pasti Sebagai salah satu alasan untuk 3 periode, demi kesinambungan program IKN. cmiiw;Negatif
Ngerti apa dia urusan IKN ...kemaren aja gw tanya dapat darimana 16 ton migor yang dia jual murah gak bisa jawab.;Negatif
Bukan ngurusin harga² yang melambung tinggi malah ngurusin ikn mau heran tapi indonesia;Negatif
Bangun IKN pakai duit hutang ? yang bayar ?dari pajak naik untuk rakyat lucu sekali negeri ini;Negatif
inimah cuma buat power ngusir2in warga buat bikin IKN kali ye bukan rencanain tata ruang;Negatif
Mrka semua pura2 kerja mafia tetap jalan buktinya migor sampai detik ini tetap tinggi! Tidak bisa mrka kendalikan! Isi otak mrka bagaimna IKN tetap jln.urusan perut rkyt cukup dgn janji2 manis dri jkw;Negatif
Batalkan IKN Bos alihkan semua anggaran IKN ke Polri.;Negatif
covid varian baru muncul tapi yang dipikirin ikn tok!;Negatif
11 trilyun Tapi hutang aneh IKN minta sumbangan aneh Gak sanggup bayar BUMN merugi;Negatif
Matamu picek, sudah tau ekonomi sedang hancur2an kenapa memaksakan IKN, kalau tdk paham jgn beropini yg menyesatkan, bingung kenapa sampah dan penjilat dapat panggung walaupun gk ada otaknya;Negatif
Tak ada guna pindah ibukota kalau KKN masih ada;Negatif
Hmmm.... duhh gue takutnya makhluk hidup disana tumbuhan sm hewan2 disana malah musnah.;Negatif
Saya tidak setuju kita tidak tau pemerintahn kedepanny seperti apa .... apa lebih bagus atau lebih buruk .... krna di sana masih bnyk sekali hutan dan kasian hewan2 nya pasti bnyk yg buruu dan gedung2 mulai di bangun ...;Negatif
Jujur saya tidak setuju kalo ibukota di pindah kan..alasan jokowi ibukota di pindah kan ke kaltim agar mencegah bwncana...bagi ku semua bencana walau di mana pun kita berada semua pasti akan habis.;Negatif
yg terpenting rakyat skrg dlm keadaan sengsara bukan ikn!!!;Negatif
Sebaiknya ibu kota indonesia tdk perlu pinda kalau alasan macet,banjir, rawan gempa, ekonomi tdk merata,tdk nyaman lagi dll, maka solusinya utk mengatasi semuanya itu, seluruh instansi kementerian dipindah ke daerah, misal kementrian kehutanan di kalimantan, prikanan di sulawesi, dst, dan termasuk ktr pusat setiap instansi ditempat di daerah, termasuk pusat perbelanjaan tanah abang, pergudangan agak digeser ke tangerang maupun ke daerah pinggiran seputaran jakarta, mobil tahun rendah dilarang, dengan demikian jakarta akan nyaman;Negatif
Disaat rakyat menjerit kamu malah menari ,rakyatmu ga butuh istana mewah ,yg rakyat butuhkan lapangan pekerjaan betapa susahnya sekarang cari kerja rakyatmu butuh makan buat apa istana mewah kalau rakyatmu kelaparan, IKN GOBLOK!;Negatif
ngapain pindah kesana pak, udah di sini aja kan kalo kita mau demo dekat kagak jauh - jauh ke sana, lagian sayang kalimantan wilayah nya masih asri, hutannya luas dan hijau, ntar jadinya bakal kaya di jakarta,;Negatif
Cape-capein aja pindah ke kaltim segala, Jakarta udah bagus-bagus kotanya dengan beragam fasilitas;Negatif
Jadi hutan gundul dah tar kaltim ikn bangke;Negatif
aneh aturan mah jangan setuju di situ banyak pohon banyak hewan buas,berkurangnya hewan langka dan berkurangnya paru paru bumi;Negatif
Lebih sibuk memikirkan pindah ibukota dari pada memikirkan papua Lebih berfikir keras secepat mungkin ibukota...tapi tdk memikirkan bila papua lepas dari indonesia. Pemimpin kurang oksigen;Negatif
Main pindah pindah aja ni ketua, aturan pakai pemilu juga donk buat pemilihan ibukota nya jangan asal ambil keputusan woi;Negatif
Sok sok an pindah hutang banyak aja blagu,kasian tu asn asn kementrian harus pindah adatapsi lg klwrga nya harus dipikirkan,jgn sok sok an bapak,ingat hutang kita byk pikirkan dulu itu jgn dibilang bagus bagus uda seneng;Negatif
Belum jadi ibu kota sudah banjier...ngibul aja kerjaan ini orang;Negatif
Kaltim siap2 aja kek Jakarta ntr macet dan haredang haha ikn gatau aturan mbohlah gasetuju gue;Negatif
Pindah ibu kota hanya akan membuat utang negara semakin banyak Sedangkan saat ini masih banyak rakyat yang kelaparan;Negatif
Tidak setuju Pindah ibu kota Alasanya kalau mau demo kejauhan, bisa bisa belum nyampe ibu kota sudah ditenggelamkan ditengah laut.. PT. DEMO BAKAL BANGKRUT;Negatif
Pemerintah tidak peduli beban negara karna kurangnya apbn yang penting bangun biar dibilang keren padahal nambah utang lagi;Negatif
Rakyat yg susah makin susah kok...bs lebih maju gimn??;Negatif
Indonesia lagi kena pandemi dan bencana malah nambah utang buat bikin ibukota baru;Negatif
Miris .liat warga .skrng banyak yg susah cari kerja .ko malah bangun buang2 uang .urgensinya apa??????;Negatif
Otak sempit Orang tua pemikiran jongkok,pantas negara kita selalu ketinggalan;Negatif
"KLU DIPAKSAKAN JG DLM KEADAAN EKONOMI YG ANJLOK SEPERT SKRG INI, RAKYAT SEDANG SUSAH BEGINI, DAN COVID 19 YG BLM USAI. ITU NAMANYA MEMPRAKTEKAN ""POLITIK MERCU SUAR"" DI ZAMAN SOEKARNO DULU. TAHU GAK ARTI ""POLITIK MERCU SUAR"" TSB ? KLU GAK TAHU, TANYA GOGLE !";Negatif
GAK COCOK IBU KOTA PINDAH KE KALTIM. DEKAT DG PERBATASAN WILAYAH KOMPLIKS, YAITU LCS DAN SABAH. SABAH JG DAERAH KOMPLIKS ANTARA MALAYSIA DAN FILIPINA.;Negatif
Ahli hutang...ibarat kalau orang banyak hutang ...harkat dan martabatnya...hilang...;Negatif
Papua masih bergejolak Bos kok mikir ibukota;Negatif
sy org kalimantan ogh tinggal disini ntar demo lagi mending saya pindah ke mantan ibukota aja.;Negatif
PINDAH IBUKOTA NGANTOR BAWAH TENDA SAJA...!!! NEGARA SUDAH BANYAK HUTANG...!!!;Negatif
Produk ngibul rakyat mau di dukung.....bikin UU aja tengah malam. Ikn itu bukan produk rakyat tapi oligarki.;Negatif
Keserakahan berkuasa memuncak di balik IKN, rusak agamanya dan hanyalah topeng komunis;Negatif
IKN: istana koruptor dan nepotisme;Negatif
Aduh, ngga usahlah kamu ngomong soal IKN. Ngga akan nyampe pengetahuan dan wawasanmu. Lebih baik kau pikirkan saja bagaimana cara memanfaatkan Situs Hambalang yg MANGKRAK peninggalan pemerintahan SBY.;Negatif
Setop pembangunan ikn;Negatif
Kadrun Menolak IKN Tapi Pengen Jadi Presiden dan Menduduki Istana Negara IKN Kadrun memang bangkeee ;Negatif
ALIHKAN DANA IKN!!! Untuk Penanggulangan PMK..;Negatif
Pmerintahnya yg gagal ibu kotanya yg diganti.....anjimmmmm Seharusnya pmerintahannya yg diganti;Negatif
Aji mumpung jd Presiden supaya namanya di catat dlm sejarah, sejarah nya UTANG Melulu;Negatif
Sebaiknya pemerintah fokus dulu pada penyelesaian masalah asuransi Jiwa Sraya, bagaimana caranya pemerintah dapat mengembalikan uang nasabah asuransi Jiwa Sraya. Penyehatan perusahaan BUMN lebih difokuskan pada BUMN Jiwa Sraya.  pemerintah gausah membangun ibukota baru dulu.;Negatif
sayang uang nya euy lagi bencana pandemi begini malah bangun ibu kota baru payah. ;Negatif
perbanyaklah utang sebanyak mungkin tinggal rakyat yg mengganti presdien bodo amat;Negatif
Jutaan pohon paru2 dunia dikorbankan hanya untuk kegagalan pemerintahan;Negatif
Kalimantan itu rentan longsor dan banjir , marak pertambangan batu bara ilegal , penggundulan hutan, tanahnya juga lempung lengket jadi saya kurang setuju pemindahan ibukota;Negatif
Manusia hanya melakukan kerusakan di muka bumi, Jakarta di rusak pindah kalimantan, selamat warga kalimantan, hati2 jakarta saja sudah hampir tenggelam;Negatif
Banyak yg mendukung kalo saya sendiri enggak, soalnya kalimantan paru paru Indonesia, klo dah habis pembangunan mau kemanain udara yang dulu sejuk sekarang panas, satwa kalimantan termasuk owa, bekantan dan macan dahan akan kehilangan tempat tinggal, banjir makin terjadi di kalimantan, saya sebagai pencinta kelestarian hutan dan satwa kurang mendukung, karena mentingin pembangunan gak mentingin resiko untuk anak cucu kita berikutnya .bukan solusi malah menambah permasalahan baru;Negatif
Jangan di pindah ibu kota tetap jakarta;Negatif
Negatif nya, siap2 aja hutan akan hilang sedikit demi sedikit;Negatif
Saya benci banget sama hal ini , karna para pejuang mati²an ngebuat dan ninggalin sejarah di jakarta tapi seenaknya sekarang mindahin ke wilayah lain. Cuma satu kata dari saya 'MAU SAMPE KAPANPUN JAKARTA TETEP DI KENAL IBU KOTA NEGARA INDONESIA!!';Negatif
Kalau dananya digunakan untuk peternakan sapi, tanam kedelai, padi, buat Pabrik Kelapa sawit itu yg mendesak bukan IKN;Negatif
Jangan terlalu ambisi untuk bangun tempat ibu kota baru,, hehehehee,,;Negatif
Aneh pindah ke kalimantan yang ada hutan di sana di jadikan perumahan semua banyak yang pindah ke sana;Negatif
Banyak proyek mangkrak selama jaenudin, IKN ini di jamin juga mangkrak, kasian ibu pertiwi;Negatif
Selamat hancur hutan Kalimantan;Negatif
Pulau Borneo manjadi padat Dan ini tidak bagus...silap2 pulau Borneo Yang tenggelam.;Negatif
Sayang sekali hutan diKalimantan adalah hutan terbesar ke 3 dunia, dan harus dirusak untuk pembangunan.;Negatif
Wow !!! Negara miskin n lgi bnyk hutang lgi membangun ..;Negatif
Lahan baru bagi para koruptor nih ikn haha habisin duit;Negatif
Esemka mangkrak .. kereta cepat cina Jakarta Bandung mangkrak .. ini malah bikin ibu kota baru ... Kalo mau memperkaya keluarga sendiri jangan begini cara nya wi ... Pengen tau gua utang negara 2023 nanti brp ribu triliyun .. dan pada taun yang sama berapa ke kaayaan dinasti jokowi Luhut di tahun yg sama .;Negatif
Saya terawang gak berjalan lancar akan mangkrak seperti Hambalang.;Negatif
Kalimantan sdh rusak, malah tambah rusak. Apa lagi adat suku Dayaknya, pasti tertekan.;Negatif
Ngapain mikirin ibukota baru.mending duitnya buat kesejahteraan rakyat Indonesia.apa untungnya coba;Negatif
Gak salah lagi pronyek mangkrak..sisa uang di korupsi;Negatif
Buang2 duit ajh ... Malah jadi lumbung koruptor berpesta . Yakin bgt nanti bakal banyk pejabat kena KPK.. mending dukung Anis benahi Jakarta biar Makin indah makin maju.. masalah banjir kali mantan timur kalo ujan banjir terus di Samarinda apa lagi sama ajh kaya Jakarta klo ujan banjir . .;Negatif
Bisa bayar hutangnya gak ya ntar malah naikin harga bahan pokok lagi demi ikn gapenting;Negatif
Utang membengkak Ambisi memuncak Cuma buat ibukota yang bakalan mangkrak;Negatif
Negara amburadul utang banyak malah bikin ibukota baru dengan duit hasil ngutang maumu apa jokowi!!!;Negatif
mari kita dukung pemindahan ibu kota negara yang baru demi pemerataan pembangunan di seluruh indonesia patuhi disiplin prokes;Positif
pembangunan ibu kota negara ikn nusantara merupakan sebuah lompatan besar untuk melakukan transformasi menuju indonesia maju ikn nusantara akan menunjukkan kebesaran bangsa indonesia dan mencerminkan identitas nasional patuhi disiplin prokes;Positif
pemindahan ibu kota negara wujud kemajuan bangsa;Positif
uni emirat arab siap investasi pembangunan ibu kota negara nusantara;Positif
dukungan masyarakat terhadap pengesahan uu ibu kota negara;Positif
pemerintah kabupaten penajam paser utara bakal melakukan penyesuaian sejumlah regulasi langkah ini dilakukan seiring pemindahan ibu kota negara ikn nusantara di sebagian wilayah provinsi kalimantan timur;Positif
kepindahan ibu kota negara adalah transformasi menuju indonesia maju ikn nusantara adalah cermin identitas nasional indonesia maju;Positif
ibu kota negara baru akan menjadi ibu kota yang didukung penuh oleh 5g oleh karena itu perlu membangun infrastruktur tik untuk mendukung operasi 5g di kota otonom;Positif
ketua umum partai nasdem surya paloh dengan tegas menolak wacana penundaan pemilu 2024 menurut ketum banyak hal yang lebih penting untuk diperhatikan bersama seperti pandemi covid 19 ancaman krisis dan pengawalan terhadap program pemindahan ibu kota negara fraksinasdem;Positif
ibu kota negara dibangun dengan konsep modern ibukotanegara ikn semangatnusantara;Positif
pemerintah akan menyiapkan rumah dinas bagi para aparatur sipil negara asn yang pindah ke ibu kota negara ikn nusantara di kalimantan timur tempobisnis;Positif
mpr dukung ibu kota negara indonesia disiplin prokes;Positif
semangat nusantara ibu kota negara ibukotanegara ikn semangatnusantara;Positif
presiden gas pol infrastruktur sebagai bumn dan perusahaan telekomunikasi digital terdepan pt telkom indonesia persero tbk telkom siap mendukung penuh penyediaan infrastruktur dan layanan digital di ibu kota negara ikn nusantara;Positif
pemerintah menyiapkan anggaran sebesar rp 711 4 miliar untuk membangun bendungan sepaku semoi sebagai pencegah banjir di ibu kota negara ikn;Positif
dukung ibu kota negara baru untuk indonesia yang lebih maju ibukotanegara ikn semangatnusantara;Positif
pekerja seni di kalimantan timur berharap mereka bs lebih hebat dr ibu kota negara sebelumnya ikn baru dengan nama nusantara harus lbh mendunia hal itu pun pasti memicu para seniman untuk ikut mendunia;Positif
ibu kota negara nusantara adalah simbol persatuan bangsa indonesia ibukotanegara ikn semangatnusantara;Positif
pemindahan ibu kota negara untuk pemerataan ekonomi hingga populasi indonesia disiplin prokes;Positif
presiden joko widodo pembangunan ibu kota negara ikn nusantara adalah bagian dari usaha memeratakan ekonomi indonesia disiplin prokes;Positif
ibu kota negara nusantara untuk kebaikan indonesia dan seluruh rakyat nya indonesia disiplin prokes ibukotanegara ikn semangatnusantara;Positif
organisasi kemasyarakatan suku dayak se kalimantan mendeklarasikan dukungan terkait undang undang nomor 3 tahun 2022 tentang ibu kota negara nusantara yang berada di kecamatan sepaku kabupaten penajam paser utara kalimantan timur maribersatupulihkannkri;Positif
dukungan ormas dayak terhadap pemindahan ibu kota negara ibukotanegara ikn semangatnusantara;Positif
dukungan musisi kota balikpapan terhadap pemindahan ibu kota negara ibukotanegara ikn semangatnusantara;Positif
ibu kota negara baru adalah magnet pertumbuhan ekonomi indonesia disiplin prokes;Positif
pemerintah terus melakukan akselerasi operasional otorita ibu kota negara ikn nusantara agar proses pendirian lembaga baru tersebut bisa segera direalisasikan gaskeun pakdhe jokowi;Positif
salah satu negara dengan cadangan minyak terbanyak arab saudi dikabarkan akan melakukan kerja sama dengan indonesia kerja sama ini akan berfokus pada proyek pembangunan ibu kota negara ikn baru nusantara;Positif
pt telkom indonesia pesero tbk atau telkom siap mendukung penuh penyediaan infrastuktur dan layanan digital ibu kota negara maribersatupulihkannkri;Positif
alhamdulillah tsumma walhamdulillah pihak kerajaan arab saudi akan menjajaki ibu kota negara ikn jokowigaspolinvestasi;Positif
berikutnya menanti motogp yg tinggal menghitung hari lalu disusul formula 1 piala dunia u 20 2023 amp puncaknya pemindahan ikn atau ibu kota negara dari jkt ke kota nusantara sebagai green smart city yg menjadi slh satu percontohan kota hijau modern yg artistik cantik amp futuristik;Positif
pembangunan ibu kota negara ikn nusantara di kalimantan timur akan menunjukkan kebesaran bangsa indonesia ikn nusantara diharapkan juga akan menjadi cerminan identitas nasional yang menjamin keberlanjutan sosial hingga lingkungan;Positif
tweet from firza husain firza husain tweeted sisi bagusnya berarti semua partai udah setuju pemindahan ibu kota negara;Positif
prioritas pemindahan tni dan polri ke ikn menunjukkan sikap pemerintah untuk melakukan pendekatan keamanan dalam pembangunan ibu kota negara ;Positif
mari kita dukung pemindahan ibu kota negara yang baru demi pemerataan pembangunan di seluruh indonesia jokowi peduli rakyat;Positif
siap mendukung penuh penyediaan infrastruktur dan layanan digital di ibu kota negara ikn nusantara indonesiamaju jokowidodo jokowi2periode;Positif
sejarah baru ditorehkan di era pemerintahan indonesia akhirnya merintis pembangunan ibu kota negara ikn baru jakarta ibu kota negara warisan dari zaman kolonial akan difokuskan sebagai kota bisnis gaspol infrastruktur;Positif
masyarakat kaltim sangat sangat senang dengan pemindahan ibu kota negara jokowi peduli rakyat;Positif
warga nahdlatul ulama nu di kutai kartanegara siap membantu pemerintahan presiden jokowi untuk mensosialisasikan pembangunan ibu kota negara nusantara di kalimantan timur;Positif
pembangunan ibu kota negara kata bamsoet tidak memiliki tujuan lain selain untuk masa depan anak bangsa nusantara perlu dimaknai sebagai semangat dan representasi masyarakat indonesia yang dinamis cepat dan modern jokowi peduli rakyat;Positif
utk ibu kota negara baru semua harus canggih;Positif
wah langit ibu kota negara baru diperkuat alutsista modern idcorner;Positif
malah enak sebentar lagi jadi warga dekat dengan ikn hehehe bisa disebut sebagai warga ibu kota negara hehehehe;Positif
bayangkan saja jika ibu kota dipindahkan ke wilayah yang memiliki konektivitas yang baik dengan provinsi lain tentunya pemindahan ibu kota negara akan meningkatkan investasi di ibu kota baru dan provinsi sekitar;Positif
artinya sudah tepat ibu kota negara pindah ke kalimantan;Positif
seniman senior lainnya ida royani menambahkan bahwa presiden jokowi juga turut menjelaskan sejumlah program pemerintahannya termasuk mengenai pembangunan ibu kota negara ikn nusantara ia pun mendukung upaya pemerintah dalam membangun ikn tersebut;Positif
inti pemindahan ibu kota negara adalah untuk memikirkan secara jangka panjang kehidupan generasi mendatang ini merupakan salah satu strategi mencapai visi indonesia maju 2045 ujar rudy s prawiradinata ibukotanegara ikn semangatnusantara;Positif
ibu kota negara ini sbg sesuatu yg strategis sebaiknya menggunakan kemampuan dalam negeri;Positif
seharusnya perpindahan ibu kota negara ke kalimantan didukung penuh apalagi manfaatnya jangka panjangnya sangat bagus untuk mengurangi beban jakarta dan jabotabek selain itu dari segini pertumbuhan ekonomi juga dpt mendorong pemerataan di indonesia timur;Positif
mari kita laksanakan undang undang ibu kota negara dengan jiwa besar ibukotanegara ikn semangatnusantara;Positif
saya sangat mendukung rencana pemindahan ibu kota keluar pulau jawa karena pulau jawa khususnya jakarta sudah terlalu padat penduduk rawan bencana macet dll idealnya memang negara memisahkan antara pusat bisnis dengan pusat pemerintahan seperti di negara berikut;Positif
pembangunan ibu kota negara membawa manfaat;Positif
banyaknya adanya dukungan masyarakat terhadap pengesahan uu ibu kota negara;Positif
basodara semua katong dukung pemindahan ibu kota negara nusantara ibukotanegara ikn semangatnusantara;Positif
kapolri jenderal listyo sigit prabowo memastikan seluruh anggota korps bhayangkara mendukung penuh pelbagai kebijakan dari pemerintah termasuk rencana pemindahan ibu kota negara ikn cnnindonesia detiknetwork;Positif
kalau yg baca sejarah pasti tau indonesia pernah beberapa kali pindah ibu kota negara dulu pembangunan belum masif tp sekarang zaman semakin maju kita jg harus mengubah konsep pembangunan kesalahan pembangunan yg di jkt tdk boleh terulang lagi krn ikn jd wajah indonesia;Positif
judulnya cakep nih pemindahan ibu kota negara gagasan soekarno mimpi soeharto dan upaya jokowi;Positif
sedangkan malaysia sendiri dri dulu lebih dikenal di wilayah selat malaka atau semenanjung malaysia dgn ibukota kuala lumpur disana jadi kekhawatiran malaysia tersebut memiliki dsr yg jelas oleh sebab itu perpindahan ibu kota negara ke kalimantan mnjdi atensi negeri jiran tsb;Positif
basodara su tau mengapa perpindahan ibu kota negara ini harus katong dukung simak ulasan dibawah ini ibukotanegara ikn semangatnusantara;Positif
IKN Nusantara Simbol Persatuan Bangsa\n. \n. \n#IbukotaNegara\n#IKN\n#SemangatNusantara https://t.co/nhONxZcNMH;Positif
Rektor unkhair kawal IKN menuju Indonesia baru https://t.co/zOmG73alCH;Positif
Pembangunan IKN Nusantara menjadi smart city membuktikan indonesia akan terus maju dengan layanan digital terbaik dan tingkat keamanan siber yang tinggi https://t.co/zL0CD4SYfi;Positif
@ezash DPRD KALTIM Tegaskan Warganya Sangat Terbuka Dengan IKN;Positif
@Qiyamul__Lail Stop Provokasi! Petisi Tolak IKN Untuk Memprovokasi Serta Mendorong Orang Lain Untuk Tidak Menyetujui;Positif
Mari bersama kita dukung pembangunan ibu kota baru, perpindahan ibu kota baru akan mendorong pertumbuhan ekonomi negara dan daerah;Positif
Wah.. Smart city? Ayo dukung Indonesia dengan perpindahan Ibu Kota Negara nya ?? #IbukotaNegara #IKN #SemangatNusantara;Positif
Jika perpindahan ibu kota negara baru berlangsung, smoga perpindahannya bisa memberikan dampak baik, dan berguna untuk kemajuan ekonomi Indonesia @ann1s4;Positif
Bener kata profesor, klo jangka pendek mungkin mengganggu APBN, tp ini lbh dr jangka panjang. Indonesia harus punya arus putaran uang di seluruh Indonesia, ga terpusat di Jakarta aja. Makanya perpindahan Ibu Kota Negara sgt tepat apalagi letaknya sgt strategis di tengah Indonesia;Positif
Masyarakat Maluku Utara mendukung perpindahan Ibu Kota Negara;Positif
Imperium-imperium yang berpindah pusat pemerintahan. Bukan wacana baru. Banyak hal yang melatarbelakangi perpindahan, kepadatan salah satunya. Selamat datang Ibu Kota Negara yang baru : Nusantara. ;Positif
Yuk kita doakan perpindahan ibu kota negara ini bisa berjalan lancar ya gaes dan membawa banyak kebaikan dan kemaslahatan untuk negara kita ammiin #IKNbaruNusantara;Positif
Semoga perpindahan Ibu kota negara bisa membuka lapangan kerja, yuk optimistis. #IKNbaruNusantara;Positif
